Date,Temperature_C,Humidity_pct,Precipitation_mm,Wind_Speed_kmh,Condition,Season,Month,Year,Energy_Demand_MWh
2021-09-29,24.2,47.6,0.9,17.7,Partly Cloudy,Autumn,September,2021,512.42
2021-09-30,20.1,66.5,3.5,17.8,Partly Cloudy,Autumn,September,2021,467.76
2021-10-01,12.1,71.0,8.3,12.2,Drizzle,Autumn,October,2021,505.07
2021-10-02,15.0,60.8,3.8,12.7,Partly Cloudy,Autumn,October,2021,476.61
2021-10-03,21.0,61.0,0.4,18.8,Partly Cloudy,Autumn,October,2021,512.33
2021-10-04,15.2,77.0,7.3,15.6,Drizzle,Autumn,October,2021,507.33
2021-10-05,11.5,58.5,18.6,9.1,Rainy,Autumn,October,2021,505.77
2021-10-06,15.3,81.1,3.9,24.4,Cloudy,Autumn,October,2021,507.11
2021-10-07,15.2,60.8,2.0,19.9,Partly Cloudy,Autumn,October,2021,507.01
2021-10-08,7.9,73.1,4.7,15.2,Partly Cloudy,Autumn,October,2021,520.42
2021-10-09,15.8,65.4,0.4,13.6,Partly Cloudy,Autumn,October,2021,479.23
2021-10-10,15.3,72.8,13.7,16.0,Drizzle,Autumn,October,2021,477.48
2021-10-11,18.1,63.6,14.0,17.6,Drizzle,Autumn,October,2021,519.57
2021-10-12,21.5,66.7,7.1,4.8,Drizzle,Autumn,October,2021,547.57
2021-10-13,19.4,68.3,3.5,25.6,Partly Cloudy,Autumn,October,2021,528.38
2021-10-14,15.2,60.0,12.9,11.1,Drizzle,Autumn,October,2021,507.1
2021-10-15,12.7,73.9,6.5,15.0,Drizzle,Autumn,October,2021,504.31
2021-10-16,23.7,63.9,5.653808180535966,15.2,Drizzle,Autumn,October,2021,542.55
2021-10-17,16.2,66.2,8.0,25.0,Drizzle,Autumn,October,2021,480.14
2021-10-18,16.0,60.0,12.3,14.6,Drizzle,Autumn,October,2021,509.95
2021-10-19,15.9,47.5,7.3,22.9,Drizzle,Autumn,October,2021,509.48
2021-10-20,16.6,66.5,4.3,17.0,Partly Cloudy,Autumn,October,2021,511.89
2021-10-21,15.6,87.3,25.4,10.2,Rainy,Autumn,October,2021,508.01
2021-10-22,14.3,64.25148095909732,6.2,15.7,Drizzle,Autumn,October,2021,505.15
2021-10-23,14.4,67.8,7.4,14.4,Drizzle,Autumn,October,2021,475.14
2021-10-24,15.9,65.9,2.0,9.6,Partly Cloudy,Autumn,October,2021,479.27
2021-10-25,14.4,68.2,7.9,16.8,Drizzle,Autumn,October,2021,505.23
2021-10-26,13.9,72.4,6.8,15.1,Drizzle,Autumn,October,2021,504.5
2021-10-27,16.3,58.6,1.6,17.8,Partly Cloudy,Autumn,October,2021,510.87
2021-10-28,15.2,76.9,0.5,16.0,Partly Cloudy,Autumn,October,2021,507.45
2021-10-29,20.5,73.7,7.4,11.7,Drizzle,Autumn,October,2021,537.75
2021-10-30,8.0,73.7,11.5,18.8,Drizzle,Autumn,October,2021,490.13
2021-10-31,19.3,71.5,5.9,11.9,Drizzle,Autumn,October,2021,497.58
2021-11-01,11.7,74.2,1.8,0.0,Partly Cloudy,Autumn,November,2021,572.49
2021-11-02,1.8,79.4,7.7,15.6,Drizzle,Autumn,November,2021,646.91
2021-11-03,7.0,78.7,0.6,12.2,Partly Cloudy,Autumn,November,2021,592.83
2021-11-04,6.9,71.2,4.1,16.9,Partly Cloudy,Autumn,November,2021,593.68
2021-11-05,3.8,69.4,1.2,25.0,Partly Cloudy,Autumn,November,2021,622.28
2021-11-06,5.7,74.8,1.4,25.1,Partly Cloudy,Autumn,November,2021,573.25
2021-11-07,4.7,86.4,1.6,14.2,Cloudy,Autumn,November,2021,582.69
2021-11-08,13.3,64.1,5.653808180535966,10.9,Partly Cloudy,Autumn,November,2021,570.74
2021-11-09,10.8,62.3,0.4,17.9,Partly Cloudy,Autumn,November,2021,574.18
2021-11-10,11.8,75.3,3.6,13.1,Partly Cloudy,Autumn,November,2021,572.13
2021-11-11,10.2,74.4,5.0,17.0,Partly Cloudy,Autumn,November,2021,575.67
2021-11-12,4.6,75.4,5.653808180535966,11.7,Partly Cloudy,Autumn,November,2021,614.07
2021-11-13,6.4,76.0,3.4,16.3,Partly Cloudy,Autumn,November,2021,567.86
2021-11-14,9.5,72.2,12.8,10.9,Drizzle,Autumn,November,2021,548.38
2021-11-15,4.3,85.9,1.1,20.9,Cloudy,Autumn,November,2021,617.34
2021-11-16,10.1,61.2,4.9,12.1,Partly Cloudy,Autumn,November,2021,576.63
2021-11-17,7.3,67.4,0.4,18.3,Partly Cloudy,Autumn,November,2021,590.77
2021-11-18,6.9,73.2,0.5,8.7,Partly Cloudy,Autumn,November,2021,593.6
2021-11-19,10.1,60.9,6.0,18.9,Drizzle,Autumn,November,2021,576.58
2021-11-20,9.3,72.6,5.8,10.2,Drizzle,Autumn,November,2021,549.8
2021-11-21,6.9,87.3,14.7,16.3,Cloudy,Autumn,November,2021,563.94
2021-11-22,11.5,74.2,5.7,20.1,Drizzle,Autumn,November,2021,572.33
2021-11-23,4.8,75.8,22.5,14.0,Rainy,Autumn,November,2021,611.6
2021-11-24,9.8,63.9,0.3,9.9,Partly Cloudy,Autumn,November,2021,577.82
2021-11-25,9.8,69.1,0.7,17.5,Partly Cloudy,Autumn,November,2021,577.25
2021-11-26,7.1,71.0,0.3,10.8,Partly Cloudy,Autumn,November,2021,592.11
2021-11-27,9.0,71.5,1.4,13.0,Partly Cloudy,Autumn,November,2021,550.75
2021-11-28,4.2,84.3,5.5,16.3,Cloudy,Autumn,November,2021,588.51
2021-11-29,10.8,78.5,7.3,21.8,Drizzle,Autumn,November,2021,573.88
2021-11-30,7.4,65.1,0.3,15.1,Partly Cloudy,Autumn,November,2021,590.63
2021-12-01,-0.6,79.0,17.5,15.1,Rainy,Winter,December,2021,854.74
2021-12-02,4.1,81.0,11.1,18.7,Cloudy,Winter,December,2021,775.66
2021-12-03,-1.1,86.1,2.1,15.3,Snowy,Winter,December,2021,864.59
2021-12-04,-3.2,89.6,0.5,18.2,Snowy,Winter,December,2021,876.67
2021-12-05,-3.7,68.9,1.1,20.4,Snowy,Winter,December,2021,889.15
2021-12-06,2.8,70.5,0.8,13.4,Partly Cloudy,Winter,December,2021,794.28
2021-12-07,-2.8,66.9,0.8,0.0,Snowy,Winter,December,2021,901.68
2021-12-08,6.3,75.1,4.4,10.9,Partly Cloudy,Winter,December,2021,748.38
2021-12-09,-5.2,80.7,1.7,21.0,Snowy,Winter,December,2021,961.13
2021-12-10,6.1,84.9,2.7,14.8,Cloudy,Winter,December,2021,750.73
2021-12-11,1.6,76.4,27.3,13.3,Rainy,Winter,December,2021,779.38
2021-12-12,0.7,74.4,6.9,20.8,Drizzle,Winter,December,2021,795.1
2021-12-13,-0.6,78.2,17.9,14.5,Rainy,Winter,December,2021,854.19
2021-12-14,2.2,70.3,0.9,4.5,Partly Cloudy,Winter,December,2021,803.6
2021-12-15,0.9,64.25148095909732,2.9,7.5,Cloudy,Winter,December,2021,825.78
2021-12-16,4.3,64.1,4.9,17.1,Partly Cloudy,Winter,December,2021,772.66
2021-12-17,1.3,78.5,0.5,14.7,Partly Cloudy,Winter,December,2021,819.14
2021-12-18,1.5,93.2,0.0,22.3,Cloudy,Winter,December,2021,780.41
2021-12-19,-0.1,77.1,6.7,11.3,Snowy,Winter,December,2021,810.18
2021-12-20,0.8,75.5,6.2,13.5,Drizzle,Winter,December,2021,827.94
2021-12-21,1.9,74.1,3.2,10.6,Partly Cloudy,Winter,December,2021,808.75
2021-12-22,-4.1,75.6,4.0,12.4,Snowy,Winter,December,2021,933.0
2021-12-23,-3.0,88.0,3.2,5.5,Snowy,Winter,December,2021,906.31
2021-12-24,3.2,59.3,0.1,13.1,Partly Cloudy,Winter,December,2021,788.33
2021-12-25,1.5,89.3,2.5,14.7,Cloudy,Winter,December,2021,780.92
2021-12-26,0.4,65.6,1.2,14.3,Partly Cloudy,Winter,December,2021,800.97
2021-12-27,1.1,74.9,0.6,25.7,Partly Cloudy,Winter,December,2021,821.94
2021-12-28,2.0,73.6,18.8,24.2,Rainy,Winter,December,2021,807.25
2021-12-29,-0.6,81.7,5.5,11.2,Snowy,Winter,December,2021,854.31
2021-12-30,-1.3,64.2,7.8,4.8,Snowy,Winter,December,2021,868.59
2021-12-31,1.6,80.7,2.3,14.5,Cloudy,Winter,December,2021,813.5
2022-01-01,-4.9,91.2,2.5,16.9,Snowy,Winter,January,2022,943.85
2022-01-02,-0.8,64.1,1.4,10.7,Snowy,Winter,January,2022,849.23
2022-01-03,-7.1,76.5,0.5,14.739492242595203,Snowy,Winter,January,2022,1039.18
2022-01-04,1.1,69.7,1.0,22.9,Partly Cloudy,Winter,January,2022,847.2
2022-01-05,-0.6,78.4,8.0,13.7,Snowy,Winter,January,2022,879.62
2022-01-06,-1.2,75.2,5.7,18.3,Snowy,Winter,January,2022,891.51
2022-01-07,0.9,69.9,4.0,10.3,Partly Cloudy,Winter,January,2022,851.29
2022-01-08,3.0,78.9,3.2,14.7,Partly Cloudy,Winter,January,2022,781.55
2022-01-09,1.0,89.4,12.8,13.3,Cloudy,Winter,January,2022,814.95
2022-01-10,-7.5,73.5,0.4,11.6,Snowy,Winter,January,2022,1050.79
2022-01-11,-5.8,80.8,1.6,20.8,Snowy,Winter,January,2022,1002.3
2022-01-12,-3.9,64.7,2.2,8.1,Snowy,Winter,January,2022,953.51
2022-01-13,-1.9,67.3,7.6,16.5,Snowy,Winter,January,2022,906.58
2022-01-14,-0.4,78.8,24.5,13.2,Rainy,Winter,January,2022,875.09
2022-01-15,-4.2,86.9,1.4,17.1,Snowy,Winter,January,2022,926.45
2022-01-16,-1.4,77.8,10.4,13.3,Snowy,Winter,January,2022,861.16
2022-01-17,-4.3,72.5,8.9,19.3,Snowy,Winter,January,2022,963.55
2022-01-18,-3.8,75.0,1.3,10.3,Snowy,Winter,January,2022,950.56
2022-01-19,-6.2,65.0,2.5,20.8,Snowy,Winter,January,2022,1013.48
2022-01-20,-4.8,79.8,5.653808180535966,14.9,Snowy,Winter,January,2022,976.3
2022-01-21,-6.1,82.1,19.1,8.4,Rainy,Winter,January,2022,1011.24
2022-01-22,-4.9,71.4,1.0,18.4,Snowy,Winter,January,2022,943.91
2022-01-23,1.2,71.2,8.0,14.0,Drizzle,Winter,January,2022,810.71
2022-01-24,-4.8,77.1,2.0,6.5,Snowy,Winter,January,2022,975.64
2022-01-25,5.9,71.5,6.6,16.7,Drizzle,Winter,January,2022,777.99
2022-01-26,-0.5,74.5,2.7,20.0,Snowy,Winter,January,2022,877.31
2022-01-27,-1.4,91.8,4.3,21.4,Snowy,Winter,January,2022,895.61
2022-01-28,-4.6,73.0,8.9,13.1,Snowy,Winter,January,2022,971.1
2022-01-29,0.1,72.1,8.2,15.7,Drizzle,Winter,January,2022,831.25
2022-01-30,-3.7,69.8,10.1,15.3,Snowy,Winter,January,2022,913.68
2022-01-31,-1.6,81.0,0.3,22.4,Snowy,Winter,January,2022,899.98
2022-02-01,8.7,70.6,4.7,10.9,Partly Cloudy,Winter,February,2022,727.11
2022-02-02,0.7,66.8,0.6,12.7,Partly Cloudy,Winter,February,2022,829.62
2022-02-03,4.4,82.6,2.2,10.8,Cloudy,Winter,February,2022,771.65
2022-02-04,-1.1,83.4,3.2,7.8,Snowy,Winter,February,2022,864.62
2022-02-05,0.9,67.2,2.1,16.2,Partly Cloudy,Winter,February,2022,791.34
2022-02-06,6.3,57.1,2.9,23.0,Partly Cloudy,Winter,February,2022,714.28
2022-02-07,-0.9,80.1,22.7,14.0,Rainy,Winter,February,2022,860.72
2022-02-08,6.4,66.5,0.6,10.6,Partly Cloudy,Winter,February,2022,747.93
2022-02-09,3.1,78.3,4.5,15.9,Partly Cloudy,Winter,February,2022,789.76
2022-02-10,-0.7,56.2,2.0,17.9,Snowy,Winter,February,2022,856.6
2022-02-11,2.9,79.1,0.6,14.2,Partly Cloudy,Winter,February,2022,792.57
2022-02-12,3.9,62.3,0.7,22.0,Partly Cloudy,Winter,February,2022,743.67
2022-02-13,2.9,77.8,11.9,10.9,Drizzle,Winter,February,2022,757.81
2022-02-14,-3.7,72.1,8.5,13.6,Snowy,Winter,February,2022,923.31
2022-02-15,15.139844851904092,64.4,9.5,16.5,Snowy,Winter,February,2022,573.12
2022-02-16,0.3,68.7,19.1,17.0,Rainy,Winter,February,2022,836.59
2022-02-17,0.8,64.25148095909732,0.9,15.2,Partly Cloudy,Winter,February,2022,827.5
2022-02-18,2.9,72.8,1.8,8.6,Partly Cloudy,Winter,February,2022,792.28
2022-02-19,1.5,76.7,4.4,26.7,Partly Cloudy,Winter,February,2022,781.1
2022-02-20,-3.0,87.8,2.6,13.8,Snowy,Winter,February,2022,872.13
2022-02-21,2.1,59.5,2.2,15.6,Partly Cloudy,Winter,February,2022,805.59
2022-02-22,2.8,84.9,1.8,18.1,Cloudy,Winter,February,2022,794.39
2022-02-23,2.7,72.8,3.6,11.8,Partly Cloudy,Winter,February,2022,795.5
2022-02-24,4.2,64.8,3.4,15.3,Partly Cloudy,Winter,February,2022,774.27
2022-02-25,3.5,61.4,0.7,11.6,Partly Cloudy,Winter,February,2022,783.7
2022-02-26,2.4,70.5,2.6,17.1,Partly Cloudy,Winter,February,2022,765.71
2022-02-27,0.8,79.4,3.2,13.6,Partly Cloudy,Winter,February,2022,793.11
2022-02-28,-4.0,71.0,3.4,16.3,Snowy,Winter,February,2022,930.92
2022-03-01,9.3,77.1,1.4,9.8,Partly Cloudy,Spring,March,2022,579.43
2022-03-02,8.6,53.4,8.1,10.9,Drizzle,Spring,March,2022,583.17
2022-03-03,8.8,64.9,0.2,8.2,Partly Cloudy,Spring,March,2022,582.05
2022-03-04,4.2,55.0,2.6,11.4,Partly Cloudy,Spring,March,2022,617.87
2022-03-05,4.8,67.9,9.1,2.1,Drizzle,Spring,March,2022,581.6
2022-03-06,11.2,72.1,5.0,13.5,Partly Cloudy,Spring,March,2022,542.79
2022-03-07,7.9,61.6,1.8,12.3,Partly Cloudy,Spring,March,2022,586.86
2022-03-08,10.0,44.2,7.1,15.8,Drizzle,Spring,March,2022,577.04
2022-03-09,8.1,66.6,5.0,15.2,Partly Cloudy,Spring,March,2022,585.67
2022-03-10,8.1,68.5,9.5,21.3,Drizzle,Spring,March,2022,585.71
2022-03-11,10.8,68.2,8.0,28.0,Drizzle,Spring,March,2022,574.24
2022-03-12,6.5,74.9,5.7,20.7,Drizzle,Spring,March,2022,566.45
2022-03-13,8.3,56.4,4.0,12.7,Partly Cloudy,Spring,March,2022,554.54
2022-03-14,6.6,70.4,0.9,12.5,Partly Cloudy,Spring,March,2022,596.18
2022-03-15,6.7,74.5,1.8,19.3,Partly Cloudy,Spring,March,2022,595.27
2022-03-16,7.1,50.8,3.3,6.6,Partly Cloudy,Spring,March,2022,592.12
2022-03-17,8.7,67.6,5.5,13.4,Drizzle,Spring,March,2022,582.17
2022-03-18,6.6,61.0,4.3,13.8,Partly Cloudy,Spring,March,2022,595.77
2022-03-19,11.8,64.3,2.0,17.9,Partly Cloudy,Spring,March,2022,541.74
2022-03-20,5.3,67.8,0.0,18.1,Partly Cloudy,Spring,March,2022,577.29
2022-03-21,7.4,61.1,4.1,11.3,Partly Cloudy,Spring,March,2022,590.58
2022-03-22,6.7,59.6,2.0,12.9,Partly Cloudy,Spring,March,2022,595.14
2022-03-23,12.3,65.3,8.0,17.2,Drizzle,Spring,March,2022,571.75
2022-03-24,8.6,56.3,5.653808180535966,11.0,Partly Cloudy,Spring,March,2022,582.89
2022-03-25,11.1,56.3,5.3,21.0,Drizzle,Spring,March,2022,573.32
2022-03-26,3.5,70.4,17.0,18.0,Rainy,Spring,March,2022,596.21
2022-03-27,8.8,55.8,5.653808180535966,15.9,Partly Cloudy,Spring,March,2022,551.94
2022-03-28,15.139844851904092,70.3,3.8,17.0,Partly Cloudy,Spring,March,2022,536.41
2022-03-29,8.2,68.7,0.6,12.7,Partly Cloudy,Spring,March,2022,585.6
2022-03-30,11.2,51.2,5.9,11.9,Drizzle,Spring,March,2022,573.1
2022-03-31,6.4,59.6,4.8,12.9,Partly Cloudy,Spring,March,2022,598.04
2022-04-01,19.2,64.25148095909732,4.2,17.5,Partly Cloudy,Spring,April,2022,535.62
2022-04-02,21.9,52.2,5.9,16.0,Drizzle,Spring,April,2022,529.64
2022-04-03,13.9,56.3,18.2,12.9,Rainy,Spring,April,2022,483.26
2022-04-04,13.7,63.7,1.7,18.7,Partly Cloudy,Spring,April,2022,512.68
2022-04-05,19.4,66.3,0.2,14.1,Partly Cloudy,Spring,April,2022,536.55
2022-04-06,19.7,58.0,15.8,11.5,Rainy,Spring,April,2022,539.54
2022-04-07,13.4,55.2,6.9,16.3,Drizzle,Spring,April,2022,513.06
2022-04-08,13.7,71.4,17.7,9.9,Rainy,Spring,April,2022,513.31
2022-04-09,14.2,73.9,7.3,6.6,Drizzle,Spring,April,2022,483.14
2022-04-10,11.0,67.8,13.3,15.0,Drizzle,Spring,April,2022,484.99
2022-04-11,12.2,60.7,4.5,11.7,Partly Cloudy,Spring,April,2022,513.54
2022-04-12,15.139844851904092,53.5,11.1,13.7,Drizzle,Spring,April,2022,489.07
2022-04-13,12.7,53.4,19.5,10.2,Rainy,Spring,April,2022,512.78
2022-04-14,14.9,64.2,6.8,21.0,Drizzle,Spring,April,2022,514.74
2022-04-15,15.7,63.3,1.6,11.7,Partly Cloudy,Spring,April,2022,516.95
2022-04-16,19.7,71.2,2.5,12.8,Partly Cloudy,Spring,April,2022,508.82
2022-04-17,12.0,65.2,1.8,16.9,Partly Cloudy,Spring,April,2022,483.44
2022-04-18,18.0,48.0,2.3,8.1,Partly Cloudy,Spring,April,2022,527.01
2022-04-19,14.4,68.4,2.9,7.7,Partly Cloudy,Spring,April,2022,513.47
2022-04-20,14.9,52.0,65.5,16.9,Drizzle,Spring,April,2022,514.37
2022-04-21,17.0,56.9,7.1,12.8,Drizzle,Spring,April,2022,522.27
2022-04-22,11.6,62.0,4.4,10.5,Partly Cloudy,Spring,April,2022,514.27
2022-04-23,16.1,76.0,7.6,18.0,Drizzle,Spring,April,2022,488.69
2022-04-24,15.5,84.9,0.7,10.9,Cloudy,Spring,April,2022,486.31
2022-04-25,16.5,64.9,0.7,13.6,Partly Cloudy,Spring,April,2022,519.66
2022-04-26,15.9,58.5,1.5,10.5,Partly Cloudy,Spring,April,2022,517.32
2022-04-27,22.4,64.3,5.8,16.5,Drizzle,Spring,April,2022,564.84
2022-04-28,13.1,67.1,1.9,21.7,Partly Cloudy,Spring,April,2022,512.62
2022-04-29,13.4,57.4,2.7,5.7,Partly Cloudy,Spring,April,2022,512.86
2022-04-30,13.1,74.4,4.1,15.6,Partly Cloudy,Spring,April,2022,482.99
2022-05-01,19.3,59.8,11.7,19.3,Drizzle,Spring,May,2022,456.41
2022-05-02,19.1,62.0,0.1,12.9,Partly Cloudy,Spring,May,2022,484.55
2022-05-03,24.6,63.3,7.3,9.3,Drizzle,Spring,May,2022,542.42
2022-05-04,25.3,61.4,7.7,17.1,Drizzle,Spring,May,2022,569.47
2022-05-05,19.3,64.7,11.2,20.0,Drizzle,Spring,May,2022,486.03
2022-05-06,18.5,53.1,18.9,19.5,Rainy,Spring,May,2022,480.54
2022-05-07,22.4,53.5,0.1,16.8,Partly Cloudy,Spring,May,2022,485.24
2022-05-08,19.3,49.2,1.2,15.5,Partly Cloudy,Spring,May,2022,456.49
2022-05-09,22.9,61.5,15.2,10.5,Rainy,Spring,May,2022,520.87
2022-05-10,15.139844851904092,64.2,5.653808180535966,19.3,Partly Cloudy,Spring,May,2022,519.25
2022-05-11,16.5,61.7,5.8,19.0,Drizzle,Spring,May,2022,469.46
2022-05-12,25.6,71.4,7.6,14.739492242595203,Drizzle,Spring,May,2022,589.6
2022-05-13,15.139844851904092,58.0,8.0,16.8,Drizzle,Spring,May,2022,559.07
2022-05-14,19.2,63.3,18.8,18.3,Rainy,Spring,May,2022,455.06
2022-05-15,19.8,49.3,40.5,19.4,Rainy,Spring,May,2022,460.33
2022-05-16,21.9,54.9,8.9,14.6,Drizzle,Spring,May,2022,509.31
2022-05-17,22.0,63.6,2.4,10.7,Partly Cloudy,Spring,May,2022,510.76
2022-05-18,23.0,64.8,14.8,12.5,Drizzle,Spring,May,2022,521.86
2022-05-19,27.0,55.6,5.653808180535966,10.0,Partly Cloudy,Spring,May,2022,588.06
2022-05-20,20.5,57.4,1.8,14.7,Partly Cloudy,Spring,May,2022,495.73
2022-05-21,18.6,45.9,15.9,13.8,Rainy,Spring,May,2022,451.22
2022-05-22,16.9,55.1,2.1,25.7,Partly Cloudy,Spring,May,2022,441.28
2022-05-23,18.8,65.1,1.7,19.5,Partly Cloudy,Spring,May,2022,482.59
2022-05-24,20.9,62.6,1.0,19.8,Partly Cloudy,Spring,May,2022,499.66
2022-05-25,26.4,62.0,13.7,17.4,Drizzle,Spring,May,2022,587.44
2022-05-26,19.4,58.4,4.9,13.2,Partly Cloudy,Spring,May,2022,487.28
2022-05-27,21.7,58.1,7.9,13.6,Drizzle,Spring,May,2022,507.33
2022-05-28,21.0,52.7,1.9,14.1,Partly Cloudy,Spring,May,2022,470.19
2022-05-29,24.6,63.6,9.9,15.9,Drizzle,Spring,May,2022,512.41
2022-05-30,28.6,61.4,10.0,16.9,Sunny,Spring,May,2022,624.65
2022-05-31,19.4,61.9,2.6,14.739492242595203,Partly Cloudy,Spring,May,2022,486.94
2022-06-01,25.5,50.8,2.1,13.5,Partly Cloudy,Summer,June,2022,688.89
2022-06-02,30.1,37.8,0.9,12.0,Sunny,Summer,June,2022,783.73
2022-06-03,29.0,63.8,15.0,8.0,Sunny,Summer,June,2022,785.6
2022-06-04,32.5,51.2,4.1,21.4,Sunny,Summer,June,2022,809.66
2022-06-05,42.5,64.25148095909732,10.9,26.0,Sunny,Summer,June,2022,1088.02
2022-06-06,25.9,60.5,1.4,21.0,Partly Cloudy,Summer,June,2022,715.48
2022-06-07,28.8,51.9,6.1,8.7,Sunny,Summer,June,2022,756.34
2022-06-08,30.3,63.5,5.8,18.9,Sunny,Summer,June,2022,815.99
2022-06-09,29.5,59.9,4.7,20.1,Sunny,Summer,June,2022,788.66
2022-06-10,28.5,60.5,13.5,13.0,Sunny,Summer,June,2022,767.47
2022-06-11,30.2,44.1,2.0,17.4,Sunny,Summer,June,2022,745.44
2022-06-12,30.5,64.7,0.6,12.7,Sunny,Summer,June,2022,782.8
2022-06-13,31.1,57.1,4.5,22.6,Sunny,Summer,June,2022,823.73
2022-06-14,28.9,52.0,5.2,16.8,Sunny,Summer,June,2022,759.43
2022-06-15,26.5,56.1,3.4,10.4,Partly Cloudy,Summer,June,2022,717.4
2022-06-16,27.4,40.8,0.9,18.3,Partly Cloudy,Summer,June,2022,723.02
2022-06-17,30.6,58.3,2.8,20.3,Sunny,Summer,June,2022,812.98
2022-06-18,24.5,46.8,1.5,16.0,Partly Cloudy,Summer,June,2022,630.48
2022-06-19,28.1,44.2,2.2,17.4,Sunny,Summer,June,2022,696.86
2022-06-20,25.8,42.8,4.1,14.7,Partly Cloudy,Summer,June,2022,692.41
2022-06-21,27.1,63.9,5.5,9.3,Drizzle,Summer,June,2022,744.7
2022-06-22,30.8,50.0,1.1,14.2,Sunny,Summer,June,2022,801.44
2022-06-23,27.6,64.25148095909732,2.1,17.6,Partly Cloudy,Summer,June,2022,755.42
2022-06-24,27.1,50.7,1.3,14.4,Partly Cloudy,Summer,June,2022,718.41
2022-06-25,22.9,41.3,0.9,19.0,Partly Cloudy,Summer,June,2022,607.32
2022-06-26,29.2,46.1,6.1,13.0,Sunny,Summer,June,2022,721.71
2022-06-27,28.9,64.9,9.6,13.4,Sunny,Summer,June,2022,785.47
2022-06-28,33.5,53.8,1.8,19.2,Sunny,Summer,June,2022,884.4
2022-06-29,26.1,50.6,5.6,16.1,Drizzle,Summer,June,2022,698.66
2022-06-30,27.7,56.3,9.1,12.9,Drizzle,Summer,June,2022,741.26
2022-07-01,31.7,56.0,5.6,20.2,Sunny,Summer,July,2022,804.27
2022-07-02,35.7,60.9,0.6,11.6,Sunny,Summer,July,2022,895.67
2022-07-03,30.7,63.6,9.4,11.4,Sunny,Summer,July,2022,752.39
2022-07-04,31.8,49.1,1.4,0.9,Sunny,Summer,July,2022,794.76
2022-07-05,32.8,41.4,1.2,12.2,Sunny,Summer,July,2022,822.91
2022-07-06,31.6,48.7,0.2,21.5,Sunny,Summer,July,2022,788.66
2022-07-07,29.7,54.1,2.0,14.739492242595203,Sunny,Summer,July,2022,748.35
2022-07-08,15.139844851904092,44.3,0.3,10.2,Sunny,Summer,July,2022,698.99
2022-07-09,34.2,64.25148095909732,0.9,17.2,Sunny,Summer,July,2022,853.53
2022-07-10,27.9,54.8,1.1,3.8,Partly Cloudy,Summer,July,2022,669.11
2022-07-11,31.4,64.25148095909732,5.0,12.4,Sunny,Summer,July,2022,812.45
2022-07-12,28.9,52.3,6.3,20.7,Sunny,Summer,July,2022,726.31
2022-07-13,34.6,45.9,1.1,25.2,Sunny,Summer,July,2022,877.54
2022-07-14,26.4,50.2,5.9,16.5,Drizzle,Summer,July,2022,670.5
2022-07-15,29.3,44.6,5.8,10.4,Sunny,Summer,July,2022,731.08
2022-07-16,32.1,59.1,4.3,10.2,Sunny,Summer,July,2022,780.95
2022-07-17,35.7,60.3,0.5,15.7,Sunny,Summer,July,2022,894.15
2022-07-18,30.8,37.2,3.5,16.4,Sunny,Summer,July,2022,767.83
2022-07-19,29.3,44.6,8.7,24.3,Sunny,Summer,July,2022,731.18
2022-07-20,36.6,40.0,3.4,19.9,Sunny,Summer,July,2022,945.23
2022-07-21,26.7,46.8,1.2,15.4,Partly Cloudy,Summer,July,2022,675.16
2022-07-22,24.4,51.3,2.1,14.739492242595203,Partly Cloudy,Summer,July,2022,635.71
2022-07-23,32.3,40.4,3.1,30.1,Sunny,Summer,July,2022,768.05
2022-07-24,29.5,44.6,2.1,18.1,Sunny,Summer,July,2022,695.05
2022-07-25,27.9,44.0,0.4,11.7,Partly Cloudy,Summer,July,2022,700.02
2022-07-26,33.1,53.7,1.1,13.9,Sunny,Summer,July,2022,839.21
2022-07-27,31.7,52.6,4.9,10.6,Sunny,Summer,July,2022,797.24
2022-07-28,29.3,46.2,5.9,3.0,Sunny,Summer,July,2022,730.95
2022-07-29,27.2,53.4,0.4,16.6,Partly Cloudy,Summer,July,2022,691.87
2022-07-30,33.6,47.6,9.1,23.9,Sunny,Summer,July,2022,806.13
2022-07-31,33.0,49.8,1.2,6.8,Sunny,Summer,July,2022,787.65
2022-08-01,29.7,67.4,4.3,15.3,Sunny,Summer,August,2022,783.97
2022-08-02,35.5,64.7,5.6,11.5,Sunny,Summer,August,2022,945.54
2022-08-03,26.8,43.6,6.7,17.6,Drizzle,Summer,August,2022,685.7
2022-08-04,25.4,60.6,11.7,14.1,Drizzle,Summer,August,2022,681.95
2022-08-05,27.9,60.5,1.5,8.2,Partly Cloudy,Summer,August,2022,729.52
2022-08-06,29.9,44.8,7.8,10.1,Sunny,Summer,August,2022,712.75
2022-08-07,30.7,60.6,0.6,10.8,Sunny,Summer,August,2022,754.79
2022-08-08,29.3,66.3,4.9,21.7,Sunny,Summer,August,2022,772.03
2022-08-09,31.1,45.0,5.4,21.5,Sunny,Summer,August,2022,783.6
2022-08-10,26.2,46.7,4.5,13.4,Partly Cloudy,Summer,August,2022,674.85
2022-08-11,34.3,62.1,1.2,14.739492242595203,Sunny,Summer,August,2022,901.23
2022-08-12,29.8,56.2,8.3,14.1,Sunny,Summer,August,2022,763.29
2022-08-13,33.4,58.4,0.7,13.4,Sunny,Summer,August,2022,824.89
2022-08-14,31.0,56.7,0.2,15.3,Sunny,Summer,August,2022,754.65
